ie_folder,mms_id,title,language,date,total_ocr_pages,origin,destination,full_route,med_segment,num_stops,num_med_stops,sea_pages,voyage_pages,med_keyword_pages,route_detail
IE63552857,9916998140101488,Itinéraire instructif de Rome à Naples et à ses environs tiré de celui de feu M. Vasi et de la Sicile tiré de celui de M. de Karaczay revus et corrigés d'après l'état actuel des monumens,nan,1826,484,India,Malta,India → China → Palestine → Italy → Turkey → Tunisia → France → Germany → Spain → England → Greece → Egypt → Syria → Austria → Malta,Palestine → Italy → Turkey → Tunisia → France → Spain → Greece → Egypt → Syria → Malta,15,10,98,12,3,"[{""page"": 9, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 7, ""page_range"": ""9-418"", ""matched_term"": ""inde""}, {""page"": 40, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""40-169"", ""matched_term"": ""chine""}, {""page"": 49, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""49-443"", ""matched_term"": ""palestine""}, {""page"": 56, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 272, ""page_range"": ""5-479"", ""matched_term"": ""italie""}, {""page"": 65, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""65-303"", ""matched_term"": ""turquie""}, {""page"": 71, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""71-416"", ""matched_term"": ""tunisie""}, {""page"": 72, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 21, ""page_range"": ""16-393"", ""matched_term"": ""france""}, {""page"": 72, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""72-89"", ""matched_term"": ""allemagne""}, {""page"": 75, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""75-421"", ""matched_term"": ""espagne""}, {""page"": 75, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""75-392"", ""matched_term"": ""angleterre""}, {""page"": 226, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""15-465"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 292, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""157-343"", ""matched_term"": ""egypte""}, {""page"": 300, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""300-415"", ""matched_term"": ""syrie""}, {""page"": 388, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 20, ""page_range"": ""49-467"", ""matched_term"": ""autriche""}, {""page"": 428, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""428-447"", ""matched_term"": ""malte""}]"
IE63445220,9917153230101488,Souvenirs d'un voyage en Terre Sainte,nan,1866,406,France,Syria,France → Egypt → China → India → Russia → Palestine → Turkey → Austria → Italy → England → Lebanon → Syria,France → Egypt → Palestine → Turkey → Italy → Lebanon → Syria,12,7,43,47,1,"[{""page"": 16, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 34, ""page_range"": ""9-401"", ""matched_term"": ""france""}, {""page"": 26, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 30, ""page_range"": ""26-398"", ""matched_term"": ""egypte""}, {""page"": 27, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 7, ""page_range"": ""27-397"", ""matched_term"": ""chine""}, {""page"": 47, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""47-250"", ""matched_term"": ""inde""}, {""page"": 60, ""place"": ""Russia"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""60-87"", ""matched_term"": ""russie""}, {""page"": 75, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 100, ""page_range"": ""5-401"", ""matched_term"": ""palestine""}, {""page"": 97, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""97-387"", ""matched_term"": ""turquie""}, {""page"": 122, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 12, ""page_range"": ""31-394"", ""matched_term"": ""autriche""}, {""page"": 179, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 51, ""page_range"": ""18-399"", ""matched_term"": ""italie""}, {""page"": 257, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""257-318"", ""matched_term"": ""angleterre""}, {""page"": 374, ""place"": ""Lebanon"", ""is_mediterranean"": true, ""total_mentions"": 15, ""page_range"": ""19-391"", ""matched_term"": ""liban""}, {""page"": 379, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 27, ""page_range"": ""18-399"", ""matched_term"": ""syrie""}]"
IE63409250,9917518970101488,Augustin Freiherr von Meyerberg und seine Reise nach Russland.,nan,1827,398,Austria,China,Austria → Germany → India → Palestine → Russia → England → Persia → Italy → France → China,Palestine → Italy → France,10,3,38,76,0,"[{""page"": 10, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 24, ""page_range"": ""10-332"", ""matched_term"": ""autriche""}, {""page"": 97, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""97-246"", ""matched_term"": ""allemagne""}, {""page"": 104, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 119, ""page_range"": ""9-380"", ""matched_term"": ""inde""}, {""page"": 262, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 10, ""page_range"": ""167-268"", ""matched_term"": ""palestine""}, {""page"": 307, ""place"": ""Russia"", ""is_mediterranean"": false, ""total_mentions"": 15, ""page_range"": ""88-390"", ""matched_term"": ""russie""}, {""page"": 312, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""94-323"", ""matched_term"": ""angleterre""}, {""page"": 312, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""312-380"", ""matched_term"": ""perse""}, {""page"": 348, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""8-368"", ""matched_term"": ""italie""}, {""page"": 370, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""86-373"", ""matched_term"": ""france""}, {""page"": 376, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""199-394"", ""matched_term"": ""chine""}]"
IE63499417,9917521950101488,Journal de voyage d'un touriste dans le Midi de la France et en Italie.,nan,1853,288,Spain,Greece,Spain → China → France → Austria → Italy → Turkey → Egypt → Palestine → Syria → Russia → Greece,Spain → France → Italy → Turkey → Egypt → Palestine → Syria → Greece,11,8,43,139,9,"[{""page"": 35, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 19, ""page_range"": ""35-281"", ""matched_term"": ""espagne""}, {""page"": 49, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""49-196"", ""matched_term"": ""chine""}, {""page"": 50, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 102, ""page_range"": ""7-281"", ""matched_term"": ""france""}, {""page"": 56, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 14, ""page_range"": ""29-281"", ""matched_term"": ""autriche""}, {""page"": 101, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 215, ""page_range"": ""7-281"", ""matched_term"": ""italie""}, {""page"": 109, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""109-125"", ""matched_term"": ""turquie""}, {""page"": 126, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""126-275"", ""matched_term"": ""egypte""}, {""page"": 133, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 16, ""page_range"": ""16-271"", ""matched_term"": ""palestine""}, {""page"": 149, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""149-272"", ""matched_term"": ""syrie""}, {""page"": 151, ""place"": ""Russia"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""105-274"", ""matched_term"": ""russie""}, {""page"": 219, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""104-225"", ""matched_term"": ""gr\u00e8ce""}]"
IE63554802,9917541260101488,Reise durch Russland und die Tartarei in den Jahren 1800-1801,eng,1817,708,Egypt,Italy,Egypt → Austria → China → Persia → France → Palestine → India → England → Syria → Greece → Malta → Italy,Egypt → France → Palestine → Syria → Greece → Malta → Italy,12,7,124,193,0,"[{""page"": 12, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""12-651"", ""matched_term"": ""egypte""}, {""page"": 19, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""19-129"", ""matched_term"": ""autriche""}, {""page"": 58, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 37, ""page_range"": ""25-675"", ""matched_term"": ""chine""}, {""page"": 61, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""61-453"", ""matched_term"": ""perse""}, {""page"": 89, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""89-694"", ""matched_term"": ""france""}, {""page"": 102, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 8, ""page_range"": ""29-651"", ""matched_term"": ""palestine""}, {""page"": 106, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 322, ""page_range"": ""7-701"", ""matched_term"": ""inde""}, {""page"": 148, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 64, ""page_range"": ""8-690"", ""matched_term"": ""angleterre""}, {""page"": 274, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""274-690"", ""matched_term"": ""syrie""}, {""page"": 465, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 22, ""page_range"": ""29-683"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 520, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""28-556"", ""matched_term"": ""malte""}, {""page"": 581, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 61, ""page_range"": ""27-703"", ""matched_term"": ""italie""}]"
IE63420377,9917558400101488,Impressions d'un pélérin de Terre-sainte au printemps de 1855,nan,1885,244,Malta,Syria,Malta → Palestine → Egypt → China → France → Greece → Turkey → Belgium → Austria → Persia → Spain → Italy → Lebanon → Syria,Malta → Palestine → Egypt → France → Greece → Turkey → Spain → Italy → Lebanon → Syria,14,10,57,36,2,"[{""page"": 19, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""19-244"", ""matched_term"": ""malte""}, {""page"": 20, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 158, ""page_range"": ""9-242"", ""matched_term"": ""palestine""}, {""page"": 20, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""20-244"", ""matched_term"": ""egypte""}, {""page"": 23, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""23-176"", ""matched_term"": ""chine""}, {""page"": 46, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 65, ""page_range"": ""12-244"", ""matched_term"": ""france""}, {""page"": 110, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""66-244"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 111, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""111-237"", ""matched_term"": ""turquie""}, {""page"": 119, ""place"": ""Belgium"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""119-120"", ""matched_term"": ""belgique""}, {""page"": 124, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 23, ""page_range"": ""24-244"", ""matched_term"": ""autriche""}, {""page"": 125, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 3, ""page_range"": ""125-230"", ""matched_term"": ""perse""}, {""page"": 134, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""134-244"", ""matched_term"": ""espagne""}, {""page"": 193, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 32, ""page_range"": ""19-244"", ""matched_term"": ""italie""}, {""page"": 223, ""place"": ""Lebanon"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""78-242"", ""matched_term"": ""liban""}, {""page"": 229, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 9, ""page_range"": ""23-236"", ""matched_term"": ""syrie""}]"
IE63547294,9917558570101488,Voyage à Rome,nan,1890,100,India,Spain,India → Italy → Belgium → Germany → China → Egypt → Austria → Palestine → France → Spain,Italy → Egypt → Palestine → France → Spain,10,5,7,91,4,"[{""page"": 6, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""6-61"", ""matched_term"": ""inde""}, {""page"": 9, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 90, ""page_range"": ""1-95"", ""matched_term"": ""italie""}, {""page"": 10, ""place"": ""Belgium"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""10-49"", ""matched_term"": ""belgique""}, {""page"": 10, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""10-45"", ""matched_term"": ""allemagne""}, {""page"": 21, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""21-85"", ""matched_term"": ""chine""}, {""page"": 25, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""25-60"", ""matched_term"": ""egypte""}, {""page"": 27, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 8, ""page_range"": ""27-77"", ""matched_term"": ""autriche""}, {""page"": 39, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""16-87"", ""matched_term"": ""palestine""}, {""page"": 42, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 16, ""page_range"": ""10-93"", ""matched_term"": ""france""}, {""page"": 50, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""50-59"", ""matched_term"": ""espagne""}]"
IE60697779,9918853100101488,Round Africa ; being some account of the peoples and places of the Dark Continent,nan,1880,250,Palestine,China,Palestine → Egypt → Turkey → Tunisia → Algeria → Spain → India → Greece → England → Persia → Morocco → Russia → Italy → France → China,Palestine → Egypt → Turkey → Tunisia → Algeria → Spain → Greece → Morocco → Italy → France,15,10,76,51,4,"[{""page"": 13, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""13-246"", ""matched_term"": ""palestine""}, {""page"": 15, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 36, ""page_range"": ""6-246"", ""matched_term"": ""egypte""}, {""page"": 16, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""16-42"", ""matched_term"": ""turquie""}, {""page"": 42, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""11-46"", ""matched_term"": ""tunisie""}, {""page"": 47, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""11-208"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 51, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""51-61"", ""matched_term"": ""espagne""}, {""page"": 78, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 32, ""page_range"": ""2-246"", ""matched_term"": ""inde""}, {""page"": 225, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""225-246"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 226, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 27, ""page_range"": ""7-246"", ""matched_term"": ""angleterre""}, {""page"": 227, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""22-240"", ""matched_term"": ""perse""}, {""page"": 231, ""place"": ""Morocco"", ""is_mediterranean"": true, ""total_mentions"": 14, ""page_range"": ""11-241"", ""matched_term"": ""maroc""}, {""page"": 232, ""place"": ""Russia"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""10-246"", ""matched_term"": ""russie""}, {""page"": 232, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 18, ""page_range"": ""16-246"", ""matched_term"": ""italie""}, {""page"": 233, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 14, ""page_range"": ""7-246"", ""matched_term"": ""france""}, {""page"": 235, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""10-246"", ""matched_term"": ""chine""}]"
IE63483150,9918892950101488,De Paris en Egypte,nan,1874,544,France,Italy,France → Palestine → Egypt → Syria → Algeria → Austria → Morocco → Tunisia → Turkey → Libya → India → Germany → England → Spain → Netherlands → Portugal → Belgium → Russia → China → Persia → Malta → Greece → Italy,France → Palestine → Egypt → Syria → Algeria → Morocco → Tunisia → Turkey → Libya → Spain → Portugal → Malta → Greece → Italy,23,14,72,91,12,"[{""page"": 12, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 322, ""page_range"": ""5-539"", ""matched_term"": ""france""}, {""page"": 15, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 17, ""page_range"": ""15-537"", ""matched_term"": ""palestine""}, {""page"": 18, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 423, ""page_range"": ""5-539"", ""matched_term"": ""egypte""}, {""page"": 26, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 18, ""page_range"": ""26-537"", ""matched_term"": ""syrie""}, {""page"": 47, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""47-537"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 61, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 40, ""page_range"": ""17-508"", ""matched_term"": ""autriche""}, {""page"": 65, ""place"": ""Morocco"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""65-537"", ""matched_term"": ""maroc""}, {""page"": 110, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""110-537"", ""matched_term"": ""tunisie""}, {""page"": 119, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 12, ""page_range"": ""29-537"", ""matched_term"": ""turquie""}, {""page"": 331, ""place"": ""Libya"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""308-334"", ""matched_term"": ""libye""}, {""page"": 396, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 16, ""page_range"": ""65-436"", ""matched_term"": ""inde""}, {""page"": 401, ""place"": ""Germany"", ""is_mediterranean"": false, ""total_mentions"": 7, ""page_range"": ""17-508"", ""matched_term"": ""allemagne""}, {""page"": 401, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 20, ""page_range"": ""27-515"", ""matched_term"": ""angleterre""}, {""page"": 401, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""72-537"", ""matched_term"": ""espagne""}, {""page"": 401, ""place"": ""Netherlands"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""135-468"", ""matched_term"": ""hollande""}, {""page"": 401, ""place"": ""Portugal"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""401-537"", ""matched_term"": ""portugal""}, {""page"": 401, ""place"": ""Belgium"", ""is_mediterranean"": false, ""total_mentions"": 4, ""page_range"": ""401-413"", ""matched_term"": ""belgique""}, {""page"": 402, ""place"": ""Russia"", ""is_mediterranean"": false, ""total_mentions"": 6, ""page_range"": ""50-497"", ""matched_term"": ""russie""}, {""page"": 421, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 30, ""page_range"": ""120-485"", ""matched_term"": ""chine""}, {""page"": 425, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 10, ""page_range"": ""72-435"", ""matched_term"": ""perse""}, {""page"": 466, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 5, ""page_range"": ""24-537"", ""matched_term"": ""malte""}, {""page"": 506, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 16, ""page_range"": ""24-537"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 515, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 140, ""page_range"": ""12-539"", ""matched_term"": ""italie""}]"
IE60969037,9918898050101488,"Reizen in Opper- en Neder-Egypten, geduurende de veldtogten van den generaal Buonaparte.",fre,1803,516,Egypt,India,Egypt → Austria → Malta → Italy → Syria → Greece → Palestine → Cyprus → England → France → India,Egypt → Malta → Italy → Syria → Greece → Palestine → Cyprus → France,11,8,189,136,0,"[{""page"": 19, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 305, ""page_range"": ""5-513"", ""matched_term"": ""egypte""}, {""page"": 22, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 76, ""page_range"": ""22-507"", ""matched_term"": ""autriche""}, {""page"": 30, ""place"": ""Malta"", ""is_mediterranean"": true, ""total_mentions"": 14, ""page_range"": ""28-76"", ""matched_term"": ""malte""}, {""page"": 32, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 19, ""page_range"": ""32-507"", ""matched_term"": ""italie""}, {""page"": 64, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 6, ""page_range"": ""64-394"", ""matched_term"": ""syrie""}, {""page"": 69, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""69-191"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 79, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""79-80"", ""matched_term"": ""palestine""}, {""page"": 81, ""place"": ""Cyprus"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""81-140"", ""matched_term"": ""chypre""}, {""page"": 94, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 5, ""page_range"": ""73-265"", ""matched_term"": ""angleterre""}, {""page"": 118, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""40-131"", ""matched_term"": ""france""}, {""page"": 385, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 209, ""page_range"": ""10-513"", ""matched_term"": ""inde""}]"
IE60971117,9918898050101488,"Reizen in Opper- en Neder-Egypten, geduurende de veldtogten van den generaal Buonaparte.",fre,1803,474,Syria,Austria,Syria → China → Italy → France → India → Egypt → Austria,Syria → Italy → France → Egypt,7,4,159,128,0,"[{""page"": 157, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""73-381"", ""matched_term"": ""syrie""}, {""page"": 160, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 2, ""page_range"": ""160-185"", ""matched_term"": ""chine""}, {""page"": 166, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 20, ""page_range"": ""20-465"", ""matched_term"": ""italie""}, {""page"": 176, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""176-415"", ""matched_term"": ""france""}, {""page"": 184, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 203, ""page_range"": ""7-471"", ""matched_term"": ""inde""}, {""page"": 222, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 260, ""page_range"": ""3-469"", ""matched_term"": ""egypte""}, {""page"": 275, ""place"": ""Austria"", ""is_mediterranean"": false, ""total_mentions"": 48, ""page_range"": ""13-464"", ""matched_term"": ""autriche""}]"
IE63515334,9919259150101488,Livingstone and the exploration of Central Africa,nan,1891,422,Libya,England,Libya → Turkey → Egypt → Algeria → Syria → Persia → Morocco → India → Italy → Spain → Tunisia → Portugal → France → China → Greece → Palestine → England,Libya → Turkey → Egypt → Algeria → Syria → Morocco → Italy → Spain → Tunisia → Portugal → France → Greece → Palestine,17,13,127,131,6,"[{""page"": 24, ""place"": ""Libya"", ""is_mediterranean"": true, ""total_mentions"": 2, ""page_range"": ""24-25"", ""matched_term"": ""libye""}, {""page"": 29, ""place"": ""Turkey"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""29-376"", ""matched_term"": ""turquie""}, {""page"": 36, ""place"": ""Egypt"", ""is_mediterranean"": true, ""total_mentions"": 20, ""page_range"": ""22-407"", ""matched_term"": ""egypte""}, {""page"": 36, ""place"": ""Algeria"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""36-72"", ""matched_term"": ""alg\u00e9rie""}, {""page"": 38, ""place"": ""Syria"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""38-52"", ""matched_term"": ""syrie""}, {""page"": 41, ""place"": ""Persia"", ""is_mediterranean"": false, ""total_mentions"": 26, ""page_range"": ""24-408"", ""matched_term"": ""perse""}, {""page"": 44, ""place"": ""Morocco"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""6-417"", ""matched_term"": ""maroc""}, {""page"": 52, ""place"": ""India"", ""is_mediterranean"": false, ""total_mentions"": 114, ""page_range"": ""2-417"", ""matched_term"": ""inde""}, {""page"": 52, ""place"": ""Italy"", ""is_mediterranean"": true, ""total_mentions"": 17, ""page_range"": ""25-407"", ""matched_term"": ""italie""}, {""page"": 52, ""place"": ""Spain"", ""is_mediterranean"": true, ""total_mentions"": 8, ""page_range"": ""52-376"", ""matched_term"": ""espagne""}, {""page"": 56, ""place"": ""Tunisia"", ""is_mediterranean"": true, ""total_mentions"": 4, ""page_range"": ""56-347"", ""matched_term"": ""tunisie""}, {""page"": 57, ""place"": ""Portugal"", ""is_mediterranean"": true, ""total_mentions"": 7, ""page_range"": ""57-376"", ""matched_term"": ""portugal""}, {""page"": 70, ""place"": ""France"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""70-382"", ""matched_term"": ""france""}, {""page"": 79, ""place"": ""China"", ""is_mediterranean"": false, ""total_mentions"": 12, ""page_range"": ""50-347"", ""matched_term"": ""chine""}, {""page"": 102, ""place"": ""Greece"", ""is_mediterranean"": true, ""total_mentions"": 3, ""page_range"": ""102-120"", ""matched_term"": ""gr\u00e8ce""}, {""page"": 394, ""place"": ""Palestine"", ""is_mediterranean"": true, ""total_mentions"": 11, ""page_range"": ""6-417"", ""matched_term"": ""palestine""}, {""page"": 397, ""place"": ""England"", ""is_mediterranean"": false, ""total_mentions"": 67, ""page_range"": ""9-418"", ""matched_term"": ""angleterre""}]"
